fit_max,fit_median,bestRS_nl,bestRS_unbal,unique_pop
448,427,448,12,100
448,429,448,12,100
448,431,448,12,100
450,434,450,24,100
450,436,450,24,100
450,437,450,24,100
450,438,450,24,100
450,439,450,24,100
450,440,450,24,100
452,441,452,60,100
452,442,452,60,100
452,442,452,60,100
452,443,452,60,100
452,443,452,60,100
452,443,452,60,100
453,444,453,59,100
453,444,453,59,100
453,444,453,59,100
453,445,453,59,100
453,445,453,59,100
453,445,453,59,100
453,445,453,59,100
454,446,454,44,100
454,446,454,44,100
454,446,454,44,100
454,446,454,44,100
454,447,454,44,100
455,447,455,53,100
455,447,455,53,100
455,447,455,53,100
455,447,455,53,100
455,447,455,53,100
455,448,455,53,100
455,448,455,53,100
455,448,455,53,100
455,448,455,53,100
455,448,455,53,100
455,448,455,53,100
455,448,455,53,100
455,448,455,53,100
455,448,455,53,100
455,448,455,53,100
455,449,455,53,100
455,449,455,53,100
455,449,455,53,100
455,449,455,53,100
455,449,455,53,100
455,449,455,53,100
455,449,455,53,100
455,449,455,53,100
455,449,455,53,100
455,450,455,51,100
455,450,455,53,100
457,450,457,1,100
457,450,457,1,100
457,450,457,1,100
457,450,457,1,100
457,450,457,1,100
457,450,457,1,100
457,450,457,1,100
457,451,457,1,100
457,451,457,1,100
457,451,457,1,100
457,451,457,1,100
457,451,457,1,100
457,451,457,1,100
457,451,457,1,100
457,451,457,1,100
457,451,457,1,100
457,451,457,1,100
457,451,457,1,100
457,451,457,1,100
457,451,457,1,100
457,452,457,1,100
457,452,457,1,100
457,452,457,1,100
457,452,457,1,100
457,452,457,1,100
457,452,457,1,100
457,452,457,1,100
457,452,457,1,100
457,452,457,1,100
457,452,457,1,100
457,452,457,1,100
457,452,457,1,100
457,452,457,1,100
457,452,457,1,100
457,452,457,1,100
457,452,457,1,100
457,453,457,1,100
457,453,457,49,100
457,453,457,1,100
457,453,457,1,100
457,453,457,1,100
457,453,457,1,100
457,453,457,41,100
457,453,457,1,100
457,453,457,1,100
457,453,457,41,100
457,453,457,41,100
457,453,457,1,100
457,453,457,49,100
457,453,457,49,100
457,453,457,1,100
457,453,457,1,100
457,453,457,1,100
457,453,457,1,100
457,453,457,41,100
457,453,457,1,100
457,453,457,41,100
457,453,457,1,100
458,453,458,32,100
458,453,458,32,100
458,453,458,32,100
458,453,458,32,100
458,453,458,32,100
458,453,458,32,100
458,453,458,32,100
458,453,458,32,100
458,453,458,32,100
458,453,458,32,100
458,453,458,32,100
458,453,458,32,100
458,453,458,32,100
460,453,460,50,100
460,453,460,50,100
460,453,460,50,100
460,453,460,50,100
460,453,460,50,100
460,453,460,50,100
460,453,460,50,100
460,453,460,50,100
460,453,460,50,100
460,453,460,50,100
460,453,460,50,100
460,453,460,50,100
460,453,460,50,100
460,453,460,50,100
460,453,460,50,100
460,453,460,50,100
460,453,460,50,100
460,454,460,50,100
460,454,460,50,100
460,454,460,50,100
460,454,460,50,100
460,454,460,50,100
460,454,460,50,100
460,454,460,50,100
460,454,460,50,100
460,454,460,50,100
460,454,460,50,100
460,454,460,50,100
460,454,460,50,100
460,454,460,50,100
460,454,460,52,100
460,454,460,52,100
460,454,460,50,100
460,454,460,50,100
461,454,461,51,100
461,454,461,51,100
461,454,461,51,100
461,455,461,51,100
461,455,461,51,100
461,455,461,51,100
461,455,461,51,100
461,455,461,51,100
461,455,461,51,100
461,455,461,51,100
461,455,461,51,100
461,455,461,51,100
461,455,461,51,100
461,455,461,51,100
461,455,461,51,100
461,455,461,51,100
461,455,461,51,100
461,455,461,51,100
461,455,461,51,100
461,455,461,51,100
461,455,461,51,100
461,455,461,51,100
461,455,461,51,100
461,455,461,51,100
461,455,461,51,100
461,455,461,51,100
461,455,461,51,100
461,455,461,51,100
461,455,461,51,100
461,455,461,51,100
461,455,461,51,100
461,455,461,51,100
461,455,461,51,100
461,455,461,51,100
461,455,461,51,100
461,455,461,51,100
461,455,461,51,100
461,455,461,51,100
461,455,461,51,100
461,455,461,51,100
461,455,461,51,100
461,455,461,51,100
461,455,461,51,100
461,455,461,51,100
461,455,461,51,100
461,455,461,51,100
461,455,461,51,100
461,455,461,51,100
461,455,461,51,100
461,456,461,51,100
461,456,461,51,100
461,456,461,51,100
461,456,461,51,100
461,456,461,51,100
461,456,461,51,100
461,456,461,51,100
461,456,461,51,100
461,456,461,51,100
461,456,461,51,100
461,456,461,51,100
461,456,461,51,100
463,456,463,49,100
463,456,463,49,100
463,456,463,49,100
463,456,463,49,100
463,456,463,49,100
463,456,463,49,100
463,456,463,49,100
463,456,463,49,100
463,456,463,49,100
463,456,463,49,100
463,456,463,49,100
463,456,463,49,100
463,456,463,49,100
463,456,463,49,100
463,456,463,49,100
463,456,463,49,100
463,456,463,49,100
463,456,463,49,100
463,456,463,49,100
463,456,463,49,100
463,456,463,49,100
463,456,463,49,100
463,456,463,49,100
463,456,463,49,100
463,456,463,49,100
463,456,463,49,100
463,456,463,49,100
463,456,463,49,100
463,456,463,49,100
463,456,463,49,100
463,456,463,49,100
463,456,463,49,100
463,456,463,49,100
463,456,463,49,100
463,456,463,49,100
463,456,463,49,100
463,456,463,49,100
463,456,463,49,100
463,456,463,49,100
463,456,463,49,100
463,456,463,49,100
463,456,463,49,100
463,456,463,49,100
463,456,463,49,100
463,456,463,49,100
463,456,463,49,100
463,456,463,49,100
463,457,463,49,100
463,457,463,49,100
463,457,463,49,100
463,457,463,49,100
463,457,463,49,100
463,457,463,49,100
463,457,463,49,100
463,457,463,49,100
463,457,463,49,100
463,457,463,49,100
463,457,463,49,100
463,457,463,49,100
463,457,463,49,100
463,457,463,49,100
463,457,463,49,100
463,457,463,49,100
463,457,463,49,100
463,457,463,49,100
463,457,463,49,100
463,457,463,49,100
463,457,463,49,100
463,457,463,49,100
463,457,463,49,100
463,457,463,49,100
463,457,463,49,100
463,457,463,49,100
463,457,463,49,100
463,457,463,49,100
463,457,463,49,100
463,457,463,49,100
463,457,463,49,100
463,457,463,49,100
463,457,463,49,100
463,457,463,49,100
463,457,463,49,100
463,457,463,49,100
463,457,463,49,100
463,457,463,49,100
463,458,463,49,100
463,458,463,49,100
463,458,463,49,100
463,458,463,49,100
463,458,463,49,100
463,458,463,49,100
463,458,463,49,100
463,458,463,49,100
463,458,463,49,100
463,458,463,49,100
463,458,463,49,100
463,458,463,49,100
463,458,463,49,100
463,458,463,49,100
463,458,463,49,100
463,458,463,49,100
463,458,463,49,100
463,458,463,49,100
463,458,463,49,100
463,458,463,49,100
463,458,463,49,100
463,458,463,49,100
463,458,463,49,100
463,458,463,49,100
463,458,463,49,100
463,458,463,49,100
463,458,463,49,100
463,458,463,49,100
463,458,463,49,100
463,458,463,49,100
463,458,463,49,100
463,458,463,49,100
463,458,463,49,100
463,458,463,49,100
463,458,463,49,100
463,458,463,49,100
463,458,463,49,100
463,458,463,49,100
463,458,463,49,100
463,458,463,49,100
463,458,463,49,100
463,458,463,49,100
463,458,463,49,100
463,458,463,49,100
463,458,463,49,100
463,458,463,49,100
463,458,463,49,100
463,458,463,49,100
463,458,463,49,100
463,458,463,49,100
463,458,463,49,100
463,458,463,49,100
463,458,463,49,100
463,458,463,49,100
463,458,463,49,100
463,458,463,49,100
463,458,463,49,100
463,458,463,49,100
463,458,463,49,100
463,458,463,49,100
463,458,463,49,100
463,458,463,49,100
463,458,463,49,100
463,458,463,49,100
463,458,463,49,100
463,458,463,49,100
463,458,463,49,100
463,458,463,49,100
463,458,463,49,100
463,458,463,49,100
464,458,464,48,100
464,458,464,48,100
464,458,464,48,100
464,458,464,48,100
464,458,464,48,100
464,458,464,48,100
464,458,464,48,100
464,458,464,48,100
464,458,464,48,100
464,458,464,48,100
464,459,464,48,100
464,459,464,48,100
464,459,464,48,100
464,459,464,48,100
464,459,464,48,100
464,459,464,48,100
464,459,464,48,100
464,459,464,48,100
464,459,464,48,100
464,459,464,48,100
464,459,464,48,100
