fit_max,fit_median,bestRS_nl,bestRS_unbal,unique_pop
446,425,446,12,100
450,431,450,26,100
452,433,452,10,100
452,436,452,10,100
452,437,452,10,100
453,440,453,35,100
453,441,453,35,100
453,441,453,47,100
453,441,453,35,100
453,442,453,47,100
453,443,453,35,100
453,443,453,47,100
453,443,453,47,100
453,444,453,35,100
453,444,453,35,100
453,445,453,35,100
453,445,453,35,100
453,445,453,47,100
453,445,453,47,100
453,445,453,47,100
453,446,453,35,100
453,446,453,35,100
453,446,453,35,100
453,446,453,47,100
455,447,455,5,100
455,447,455,5,100
455,448,455,5,100
455,448,455,5,100
455,448,455,5,100
455,448,455,5,100
455,448,455,5,100
455,449,455,5,100
455,449,455,5,100
455,449,455,5,100
455,449,455,5,100
455,449,455,5,100
455,450,455,5,100
455,450,455,27,100
455,450,455,5,100
455,450,455,27,100
456,450,456,20,100
456,450,456,20,100
456,450,456,20,100
456,450,456,20,100
456,450,456,20,100
456,451,456,20,100
456,451,456,20,100
456,451,456,20,100
456,451,456,8,100
456,451,456,20,100
456,451,456,20,100
456,451,456,20,100
456,451,456,8,100
456,451,456,8,100
456,451,456,20,100
456,451,456,20,100
456,451,456,20,100
456,451,456,8,100
456,451,456,20,100
456,451,456,18,100
456,451,456,18,100
456,451,456,20,100
456,451,456,18,100
457,452,457,41,100
457,452,457,41,100
457,452,457,41,100
457,452,457,41,100
457,452,457,25,100
457,452,457,41,100
457,452,457,25,100
457,452,457,25,100
457,452,457,41,100
457,452,457,7,100
457,452,457,41,100
457,452,457,7,100
457,452,457,41,100
457,452,457,25,100
457,453,457,41,100
457,453,457,25,100
457,453,457,7,100
457,453,457,25,100
457,453,457,25,100
457,453,457,7,100
457,453,457,41,100
457,453,457,41,100
457,453,457,7,100
457,453,457,7,100
457,453,457,41,100
457,453,457,41,100
457,453,457,25,100
457,453,457,7,100
457,453,457,7,100
457,453,457,41,100
457,453,457,7,100
457,453,457,25,100
457,453,457,7,100
457,453,457,41,100
457,453,457,41,100
457,453,457,7,100
457,453,457,41,100
457,453,457,41,100
458,453,458,32,100
458,453,458,32,100
458,454,458,32,100
458,454,458,32,100
458,454,458,32,100
459,454,459,7,100
459,454,459,7,100
459,454,459,7,100
459,454,459,7,100
459,454,459,7,100
459,454,459,7,100
459,454,459,7,100
459,454,459,7,100
459,454,459,7,100
459,454,459,7,100
459,454,459,7,100
459,454,459,7,100
459,454,459,7,100
459,454,459,7,100
459,454,459,7,100
459,454,459,7,100
459,455,459,7,100
459,455,459,7,100
459,455,459,7,100
459,455,459,7,100
459,455,459,7,100
459,455,459,7,100
459,455,459,7,100
459,455,459,7,100
459,455,459,7,100
459,455,459,7,100
461,455,461,21,100
461,455,461,21,100
461,455,461,21,100
461,455,461,21,100
461,455,461,21,100
461,455,461,21,100
461,455,461,21,100
461,455,461,21,100
461,455,461,21,100
461,455,461,21,100
461,455,461,21,100
461,455,461,21,100
461,455,461,21,100
461,455,461,21,100
461,455,461,21,100
461,455,461,21,100
461,455,461,21,100
461,455,461,21,100
461,455,461,21,100
461,455,461,21,100
461,455,461,21,100
461,455,461,21,100
461,455,461,21,100
461,455,461,21,100
461,455,461,21,100
461,455,461,21,100
461,455,461,21,100
461,455,461,21,100
461,455,461,21,100
461,455,461,21,100
461,455,461,21,100
461,455,461,21,100
461,455,461,21,100
461,455,461,21,100
461,455,461,21,100
461,455,461,21,100
461,455,461,21,100
461,455,461,21,100
461,455,461,21,100
461,455,461,21,100
461,455,461,21,100
461,455,461,21,100
461,455,461,21,100
461,455,461,21,100
461,455,461,21,100
461,455,461,21,100
461,456,461,21,100
461,456,461,21,100
461,456,461,21,100
461,456,461,21,100
461,456,461,21,100
461,456,461,21,100
461,456,461,21,100
461,456,461,21,100
461,456,461,21,100
461,456,461,21,100
461,456,461,21,100
461,456,461,21,100
461,456,461,21,100
461,456,461,21,100
461,456,461,21,100
461,456,461,21,100
461,456,461,21,100
461,456,461,21,100
461,456,461,21,100
461,456,461,21,100
461,456,461,21,100
461,456,461,21,100
461,456,461,21,100
461,456,461,21,100
461,456,461,21,100
461,456,461,21,100
461,456,461,21,100
461,456,461,21,100
461,456,461,21,100
461,456,461,21,100
461,456,461,21,100
461,456,461,21,100
461,456,461,21,100
461,456,461,21,100
461,456,461,21,100
461,456,461,21,100
461,456,461,21,100
461,456,461,19,100
461,456,461,19,100
461,456,461,23,100
461,456,461,21,100
461,456,461,23,100
461,456,461,21,100
461,456,461,23,100
461,456,461,21,100
461,456,461,21,100
461,456,461,21,100
461,456,461,21,100
461,456,461,19,100
461,456,461,23,100
461,456,461,21,100
461,456,461,21,100
461,456,461,21,100
461,456,461,23,100
461,456,461,19,100
461,456,461,21,100
461,456,461,19,100
461,456,461,19,100
461,456,461,19,100
461,456,461,19,100
461,456,461,23,100
461,456,461,21,100
461,456,461,21,100
461,456,461,21,100
461,456,461,19,100
461,456,461,23,100
461,456,461,21,100
461,456,461,5,100
461,456,461,23,100
461,457,461,21,100
461,457,461,21,100
461,457,461,21,100
461,457,461,19,100
461,457,461,21,100
461,457,461,21,100
461,457,461,19,100
461,457,461,19,100
461,457,461,21,100
461,457,461,5,100
461,457,461,21,100
461,457,461,23,100
461,457,461,5,100
461,457,461,19,100
461,457,461,21,100
461,457,461,23,100
461,457,461,21,100
461,457,461,5,100
461,457,461,21,100
461,457,461,23,100
461,457,461,21,100
461,457,461,19,100
461,457,461,21,100
461,457,461,21,100
461,457,461,19,100
461,457,461,5,100
461,457,461,5,100
461,457,461,5,100
461,457,461,23,100
461,457,461,5,100
461,457,461,5,100
461,457,461,21,100
461,457,461,5,100
461,457,461,7,100
461,457,461,5,100
461,457,461,21,100
461,457,461,5,100
461,457,461,21,100
461,457,461,19,100
461,457,461,23,100
461,457,461,21,100
461,457,461,23,100
461,457,461,5,100
461,457,461,7,100
461,457,461,21,100
461,458,461,5,100
461,458,461,23,100
461,458,461,5,100
461,458,461,23,100
461,458,461,19,100
461,458,461,5,100
461,458,461,21,100
461,458,461,21,100
461,458,461,5,100
461,458,461,5,100
461,458,461,7,100
461,458,461,21,100
461,458,461,5,100
461,458,461,7,100
461,458,461,23,100
461,458,461,23,100
461,458,461,5,100
461,458,461,19,100
461,458,461,5,100
461,458,461,7,100
461,458,461,21,100
461,458,461,23,100
461,458,461,15,100
461,458,461,21,100
461,458,461,21,100
461,458,461,23,100
461,458,461,19,100
461,458,461,5,100
461,458,461,5,100
461,458,461,7,100
461,458,461,7,100
461,458,461,19,100
461,458,461,19,100
461,458,461,21,100
461,458,461,21,100
461,458,461,15,100
461,458,461,19,100
461,458,461,21,100
461,458,461,7,100
461,458,461,15,100
461,458,461,23,100
461,458,461,23,100
461,458,461,5,100
461,458,461,13,100
461,458,461,15,100
461,458,461,21,100
461,458,461,23,100
461,458,461,5,100
461,458,461,5,100
461,458,461,23,100
461,458,461,21,100
461,458,461,7,100
461,458,461,33,100
461,458,461,5,100
461,458,461,33,100
461,458,461,5,100
461,458,461,21,100
461,458,461,5,100
461,458,461,33,100
461,458,461,19,100
461,458,461,19,100
461,458,461,33,100
461,458,461,5,100
461,458,461,19,100
461,458,461,19,100
461,458,461,5,100
461,458,461,21,100
461,458,461,21,100
461,458,461,13,100
461,458,461,5,100
461,458,461,13,100
461,458,461,7,100
461,458,461,15,100
461,458,461,5,100
461,458,461,5,100
461,458,461,7,100
461,458,461,5,100
461,458,461,15,100
461,458,461,5,100
461,458,461,5,100
461,458,461,33,100
461,458,461,5,100
461,458,461,21,100
461,458,461,33,100
461,458,461,15,100
461,458,461,5,100
461,458,461,13,100
461,458,461,21,100
461,458,461,33,100
461,458,461,13,100
461,458,461,15,100
461,458,461,21,100
461,458,461,19,100
461,458,461,23,100
461,458,461,5,100
461,458,461,33,100
461,458,461,33,100
461,458,461,21,100
461,458,461,19,100
461,458,461,21,100
461,458,461,21,100
461,458,461,21,100
462,458,462,34,100
462,458,462,34,100
462,458,462,34,100
462,458,462,34,100
462,458,462,34,100
462,458,462,34,100
462,458,462,34,100
462,458,462,34,100
462,458,462,34,100
462,458,462,34,100
462,458,462,34,100
462,458,462,34,100
462,458,462,34,100
462,458,462,10,100
462,458,462,34,100
462,458,462,34,100
462,458,462,34,100
462,458,462,10,100
462,459,462,34,100
462,459,462,34,100
462,459,462,10,100
462,459,462,10,100
462,459,462,10,100
462,459,462,10,100
462,459,462,34,100
462,459,462,34,100
462,459,462,10,100
462,459,462,34,100
