fit_max,fit_median,bestRS_nl,bestRS_unbal,unique_pop
105,96,105,5,100
105,99,105,9,100
105,99,105,5,100
105,100,105,19,100
107,101,107,3,100
107,101,107,3,100
107,101,107,3,100
107,102,107,3,100
107,102,107,3,100
107,102,107,3,100
107,102,107,21,100
107,103,107,3,100
107,103,107,3,100
107,103,107,21,100
107,103,107,21,100
107,103,107,3,100
107,103,107,3,100
107,103,107,21,100
107,103,107,15,100
107,104,107,21,100
107,104,107,15,100
107,104,107,3,100
107,104,107,3,100
107,104,107,15,100
107,104,107,21,100
107,104,107,3,100
107,104,107,3,100
107,104,107,3,100
107,104,107,17,100
107,104,107,3,100
107,104,107,17,100
107,105,107,3,100
107,105,107,1,100
107,105,107,3,100
108,105,108,6,100
108,105,108,6,100
108,105,108,6,100
108,105,108,6,100
108,105,108,6,100
108,105,108,6,100
108,105,108,6,100
108,105,108,6,100
109,105,109,1,100
109,105,109,1,100
109,105,109,1,100
109,105,109,1,100
109,105,109,1,100
109,105,109,1,100
109,105,109,1,100
109,105,109,1,100
109,106,109,1,100
109,106,109,1,100
109,106,109,1,100
109,106,109,1,100
109,106,109,1,100
109,106,109,1,100
109,106,109,1,100
109,106,109,1,100
109,106,109,1,100
109,106,109,1,100
109,106,109,1,100
109,106,109,1,100
109,106,109,1,100
109,106,109,1,100
109,106,109,1,100
109,106,109,1,100
109,106,109,1,100
109,106,109,1,100
109,106,109,1,100
109,106,109,1,100
109,106,109,1,100
109,106,109,1,100
109,106,109,1,100
109,106,109,1,100
109,106,109,1,100
109,106,109,1,100
109,106,109,1,100
109,106,109,1,100
109,106,109,1,100
109,106,109,1,100
109,106,109,1,100
109,106,109,1,100
109,106,109,1,100
109,106,109,1,100
109,106,109,1,100
109,106,109,1,100
109,106,109,1,100
109,106,109,1,100
109,106,109,1,100
109,106,109,19,100
109,106,109,1,100
109,106,109,1,100
109,106,109,1,100
109,106,109,1,100
109,106,109,19,100
109,107,109,19,100
109,107,109,1,100
109,107,109,1,100
109,107,109,1,100
109,107,109,19,100
109,107,109,19,100
109,107,109,1,100
109,107,109,19,100
109,107,109,19,100
109,107,109,19,100
109,107,109,19,100
109,107,109,19,100
109,107,109,1,100
109,107,109,19,100
109,107,109,1,100
109,107,109,19,100
109,107,109,1,100
109,107,109,1,100
109,107,109,1,100
109,107,109,19,100
109,107,109,11,100
109,107,109,11,100
109,107,109,11,100
109,107,109,11,100
109,107,109,19,100
109,107,109,19,100
109,107,109,11,100
109,107,109,19,100
109,107,109,11,100
109,107,109,19,100
109,107,109,19,100
109,107,109,1,100
109,107,109,19,100
109,107,109,1,100
109,107,109,19,100
109,107,109,11,100
109,107,109,1,100
109,107,109,1,100
109,107,109,1,100
109,107,109,19,100
109,107,109,1,100
109,107,109,11,100
109,107,109,1,100
109,107,109,1,100
109,107,109,1,100
109,107,109,1,100
109,107,109,1,100
109,107,109,19,100
109,107,109,1,100
109,107,109,1,100
109,107,109,1,100
109,107,109,1,100
109,107,109,1,100
109,107,109,11,100
109,107,109,11,100
109,107,109,1,100
109,107,109,19,100
109,107,109,19,100
109,107,109,1,100
109,107,109,19,100
109,107,109,1,100
109,107,109,11,100
109,107,109,11,100
109,107,109,1,100
109,107,109,19,100
109,107,109,1,100
109,107,109,1,100
109,107,109,19,100
109,107,109,1,100
109,107,109,1,100
109,107,109,1,100
109,107,109,1,100
109,107,109,19,100
109,107,109,11,100
109,107,109,19,100
109,107,109,1,100
109,107,109,1,100
109,107,109,1,100
109,107,109,11,100
109,107,109,1,100
109,107,109,1,100
109,107,109,1,100
109,107,109,1,100
109,107,109,1,100
109,107,109,11,100
109,107,109,19,100
109,107,109,3,100
109,107,109,3,100
109,107,109,1,100
109,107,109,1,100
109,107,109,19,100
109,107,109,11,100
109,107,109,11,100
109,107,109,1,100
109,107,109,11,100
109,107,109,1,100
109,107,109,1,100
109,107,109,1,100
109,107,109,11,100
109,107,109,19,100
109,107,109,19,100
109,107,109,1,100
109,107,109,1,100
109,107,109,11,100
109,107,109,3,100
109,107,109,19,100
109,107,109,1,100
109,107,109,19,100
109,107,109,1,100
109,107,109,19,100
109,107,109,11,100
109,107,109,1,100
109,107,109,11,100
109,107,109,19,100
109,107,109,1,100
109,107,109,1,100
109,107,109,1,100
109,107,109,1,100
109,107,109,1,100
109,107,109,1,100
109,107,109,19,100
109,107,109,1,100
109,107,109,11,100
109,107,109,3,100
109,107,109,3,100
109,107,109,1,100
109,107,109,3,100
109,107,109,1,100
109,107,109,11,100
109,107,109,1,100
109,107,109,1,100
109,107,109,1,100
109,107,109,3,100
109,107,109,11,100
109,107,109,19,100
109,107,109,1,100
109,107,109,1,100
109,108,109,1,100
109,108,109,1,100
109,108,109,3,100
109,108,109,1,100
109,108,109,3,100
109,108,109,3,100
109,108,109,11,100
109,108,109,3,100
109,108,109,1,100
109,108,109,3,100
109,108,109,19,100
109,108,109,3,100
109,108,109,1,100
109,108,109,11,100
109,108,109,1,100
109,108,109,1,100
109,108,109,3,100
109,108,109,1,100
109,108,109,3,100
109,108,109,11,100
109,108,109,11,100
109,108,109,3,100
109,108,109,3,100
109,108,109,1,100
109,108,109,19,100
109,108,109,3,100
109,108,109,3,100
109,108,109,1,100
109,108,109,1,100
109,108,109,19,100
109,108,109,11,100
109,108,109,1,100
109,108,109,1,100
109,108,109,19,100
109,108,109,3,100
109,108,109,19,100
109,108,109,1,100
109,108,109,3,100
109,108,109,1,100
109,108,109,19,100
109,108,109,19,100
109,108,109,1,100
109,108,109,7,100
109,108,109,7,100
109,108,109,1,100
109,108,109,1,100
109,108,109,3,100
109,108,109,1,100
109,108,109,19,100
109,108,109,3,100
109,108,109,1,100
109,108,109,3,100
109,108,109,1,100
109,108,109,7,100
109,108,109,11,100
109,108,109,1,100
109,108,109,19,100
109,108,109,1,100
110,108,110,10,100
110,108,110,10,100
110,108,110,10,100
110,108,110,10,100
110,108,110,10,100
110,108,110,10,100
110,108,110,10,100
110,108,110,10,100
110,108,110,10,100
110,108,110,10,100
110,108,110,10,100
110,108,110,10,100
110,108,110,12,100
110,108,110,12,100
110,108,110,10,100
110,108,110,12,100
110,108,110,12,100
110,108,110,12,100
110,108,110,12,100
110,108,110,12,100
110,108,110,10,100
110,108,110,12,100
110,108,110,12,100
110,108,110,12,100
110,108,110,10,100
110,108,110,10,100
110,108,110,10,100
110,108,110,10,100
110,108,110,12,100
110,108,110,10,100
110,108,110,10,100
110,108,110,10,100
110,108,110,12,100
110,108,110,10,100
110,108,110,12,100
110,108,110,12,100
110,108,110,10,100
110,108,110,12,100
110,108,110,10,100
110,108,110,12,100
110,108,110,12,100
110,108,110,12,100
110,108,110,10,100
110,108,110,12,100
110,108,110,10,100
110,108,110,10,100
110,108,110,10,100
110,108,110,12,100
110,108,110,12,100
110,108,110,12,100
110,108,110,10,100
110,108,110,10,100
110,108,110,12,100
110,108,110,12,100
110,108,110,10,100
110,108,110,10,100
110,108,110,10,100
110,108,110,12,100
110,108,110,10,100
110,108,110,10,100
110,108,110,10,100
110,108,110,10,100
110,108,110,10,100
110,108,110,12,100
110,108,110,10,100
110,108,110,10,100
110,108,110,12,100
110,108,110,12,100
110,108,110,12,100
110,108,110,10,100
110,108,110,10,100
110,108,110,12,100
110,108,110,10,100
110,108,110,10,100
110,108,110,10,100
110,108,110,10,100
110,108,110,12,100
110,108,110,12,100
110,108,110,12,100
110,108,110,12,100
110,108,110,10,100
110,108,110,10,100
110,108,110,10,100
110,108,110,12,100
110,108,110,10,100
110,108,110,12,100
110,108,110,12,100
110,108,110,12,100
110,108,110,10,100
110,108,110,10,100
110,108,110,12,100
110,108,110,12,100
110,108,110,10,100
110,108,110,10,100
110,108,110,10,100
110,108,110,12,100
110,108,110,10,100
110,108,110,12,100
110,108,110,10,100
110,108,110,12,100
110,108,110,10,100
110,108,110,12,100
110,108,110,12,100
110,108,110,12,100
110,108,110,12,100
110,108,110,12,100
110,108,110,10,100
110,108,110,10,100
110,108,110,12,100
110,108,110,12,100
110,108,110,10,100
110,108,110,12,100
110,108,110,10,100
110,108,110,12,100
110,108,110,10,100
110,108,110,10,100
110,108,110,10,100
110,108,110,12,100
110,108,110,12,100
110,108,110,10,100
110,108,110,10,100
110,108,110,12,100
110,108,110,12,100
110,108,110,12,100
110,108,110,12,100
110,108,110,10,100
110,108,110,12,100
110,108,110,10,100
110,108,110,10,100
110,108,110,10,100
110,108,110,10,100
110,108,110,12,100
110,108,110,10,100
110,108,110,12,100
110,108,110,10,100
110,108,110,12,100
110,108,110,10,100
110,108,110,12,100
110,108,110,12,100
110,108,110,10,100
110,108,110,12,100
110,108,110,10,100
110,108,110,10,100
110,108,110,10,100
110,108,110,10,100
110,108,110,12,100
110,108,110,10,100
110,108,110,12,100
110,108,110,12,100
110,108,110,10,100
110,108,110,10,100
110,108,110,10,100
110,108,110,10,100
110,108,110,10,100
110,108,110,10,100
110,108,110,10,100
110,108,110,12,100
110,108,110,12,100
110,108,110,10,100
110,108,110,10,100
110,108,110,10,100
110,108,110,10,100
110,108,110,10,100
110,108,110,12,100
110,108,110,10,100
110,108,110,12,100
110,108,110,12,100
110,108,110,12,100
110,108,110,12,100
110,108,110,12,100
110,108,110,12,100
110,108,110,12,100
110,108,110,12,100
110,108,110,12,100
110,108,110,10,100
110,108,110,10,100
110,108,110,10,100
110,108,110,10,100
110,108,110,10,100
110,108,110,12,100
110,108,110,12,100
110,108,110,10,100
110,108,110,10,100
110,108,110,2,100
110,108,110,12,100
110,108,110,10,100
110,108,110,2,100
110,108,110,10,100
110,108,110,2,100
110,108,110,2,100
110,108,110,12,100
110,108,110,10,100
110,108,110,10,100
110,108,110,12,100
110,108,110,12,100
110,108,110,12,100
110,108,110,10,100
110,108,110,12,100
110,108,110,2,100
110,108,110,2,100
110,108,110,12,100
110,108,110,10,100
110,108,110,12,100
110,108,110,10,100
110,108,110,12,100
110,108,110,12,100
110,108,110,10,100
110,108,110,12,100
110,108,110,12,100
110,108,110,2,100
110,108,110,10,100
110,108,110,12,100
110,108,110,2,100
110,108,110,2,100
110,108,110,10,100
110,108,110,2,100
110,108,110,12,100
110,108,110,2,100
110,108,110,2,100
110,108,110,12,100
110,108,110,12,100
110,108,110,10,100
110,108,110,2,100
110,108,110,2,100
110,108,110,10,100
110,108,110,12,100
110,108,110,12,100
110,108,110,12,100
110,108,110,10,100
110,108,110,10,100
110,108,110,10,100
110,108,110,2,100
110,108,110,12,100
110,108,110,2,100
110,108,110,2,100
110,108,110,2,100
110,108,110,12,100
110,108,110,10,100
110,108,110,2,100
110,108,110,2,100
110,108,110,2,100
110,108,110,10,100
110,108,110,12,100
110,108,110,10,100
110,108,110,2,100
110,108,110,12,100
110,108,110,12,100
110,108,110,2,100
110,108,110,10,100
110,108,110,12,100
110,108,110,10,100
110,108,110,12,100
110,108,110,10,100
110,108,110,10,100
110,108,110,12,100
110,108,110,2,100
110,108,110,10,100
110,108,110,2,100
110,108,110,12,100
110,108,110,10,100
110,108,110,10,100
110,108,110,12,100
110,108,110,2,100
110,108,110,12,100
110,109,110,10,100
110,109,110,2,100
110,109,110,10,100
110,109,110,12,100
110,109,110,2,100
110,109,110,12,100
110,109,110,2,100
110,109,110,2,100
110,109,110,12,100
110,109,110,2,100
110,109,110,10,100
110,109,110,10,100
110,109,110,10,100
110,109,110,2,100
110,109,110,10,100
110,109,110,12,100
110,109,110,2,100
110,109,110,10,100
110,109,110,12,100
110,109,110,2,100
110,109,110,2,100
110,109,110,10,100
110,109,110,2,100
110,109,110,10,100
110,109,110,10,100
110,109,110,10,100
