fit_max,fit_median,bestRS_nl,bestRS_unbal,unique_pop
449,422,449,13,100
449,430,449,13,100
449,432,449,13,100
449,435,449,13,100
449,436,449,13,100
449,437,449,13,100
449,437,449,13,100
449,438,449,61,100
449,439,449,61,100
449,440,449,13,100
449,440,449,61,100
450,441,450,40,100
450,442,450,40,100
453,443,453,39,100
453,443,453,39,100
454,443,454,26,100
454,444,454,26,100
454,445,454,26,100
454,445,454,26,100
456,445,456,30,100
456,446,456,30,100
456,446,456,30,100
456,447,456,30,100
456,447,456,30,100
456,447,456,30,100
456,447,456,30,100
456,448,456,30,100
456,448,456,30,100
456,448,456,30,100
456,448,456,30,100
456,448,456,30,100
457,449,457,27,100
457,449,457,27,100
457,449,457,27,100
457,449,457,27,100
457,449,457,27,100
457,449,457,55,100
457,449,457,27,100
457,450,457,27,100
457,450,457,55,100
457,450,457,55,100
457,450,457,27,100
457,450,457,55,100
457,450,457,27,100
457,450,457,51,100
457,450,457,27,100
457,450,457,27,100
457,451,457,51,100
457,451,457,27,100
457,451,457,27,100
457,451,457,27,100
457,451,457,55,100
457,451,457,27,100
457,451,457,51,100
457,451,457,27,100
457,451,457,27,100
457,451,457,27,100
457,451,457,51,100
459,451,459,5,100
459,452,459,5,100
459,452,459,5,100
459,452,459,5,100
459,452,459,5,100
459,452,459,5,100
459,452,459,5,100
459,452,459,5,100
459,452,459,5,100
459,452,459,5,100
459,452,459,5,100
459,452,459,5,100
459,452,459,5,100
459,452,459,5,100
459,452,459,5,100
459,453,459,5,100
459,453,459,5,100
459,453,459,5,100
459,453,459,5,100
459,453,459,5,100
459,453,459,5,100
459,453,459,5,100
459,453,459,5,100
459,453,459,5,100
459,453,459,5,100
459,453,459,5,100
459,453,459,5,100
459,453,459,5,100
459,453,459,5,100
459,453,459,3,100
459,453,459,5,100
459,453,459,3,100
459,453,459,5,100
459,454,459,5,100
459,454,459,3,100
459,454,459,3,100
459,454,459,5,100
459,454,459,5,100
459,454,459,3,100
460,454,460,24,100
460,454,460,24,100
460,454,460,24,100
460,454,460,24,100
460,454,460,24,100
460,454,460,24,100
460,454,460,24,100
460,454,460,24,100
460,454,460,24,100
460,454,460,24,100
460,454,460,24,100
460,454,460,24,100
460,454,460,24,100
460,454,460,24,100
460,454,460,24,100
460,454,460,24,100
460,454,460,24,100
460,454,460,24,100
460,455,460,24,100
460,455,460,24,100
460,455,460,24,100
460,455,460,24,100
460,455,460,24,100
460,455,460,24,100
460,455,460,24,100
460,455,460,24,100
460,455,460,24,100
460,455,460,24,100
460,455,460,24,100
460,455,460,24,100
460,455,460,24,100
460,455,460,24,100
460,455,460,24,100
460,455,460,24,100
460,455,460,24,100
460,455,460,24,100
460,455,460,24,100
460,455,460,24,100
460,455,460,24,100
460,455,460,24,100
460,455,460,24,100
460,455,460,24,100
460,455,460,24,100
460,455,460,24,100
460,455,460,24,100
460,455,460,24,100
460,455,460,24,100
460,455,460,24,100
460,455,460,24,100
460,455,460,24,100
460,455,460,24,100
460,455,460,24,100
460,455,460,24,100
460,455,460,24,100
460,455,460,24,100
460,456,460,24,100
460,456,460,24,100
460,456,460,18,100
460,456,460,18,100
460,456,460,24,100
460,456,460,18,100
460,456,460,24,100
460,456,460,18,100
460,456,460,18,100
460,456,460,24,100
460,456,460,24,100
460,456,460,24,100
460,456,460,18,100
460,456,460,18,100
460,456,460,18,100
460,456,460,24,100
460,456,460,18,100
460,456,460,24,100
460,456,460,24,100
460,456,460,18,100
460,456,460,24,100
460,456,460,24,100
460,456,460,18,100
460,456,460,24,100
460,456,460,24,100
460,456,460,18,100
460,456,460,24,100
460,456,460,18,100
460,456,460,24,100
460,456,460,24,100
460,456,460,24,100
460,456,460,24,100
460,456,460,18,100
460,456,460,18,100
460,456,460,18,100
460,456,460,24,100
460,456,460,18,100
460,456,460,18,100
460,456,460,24,100
460,456,460,18,100
460,456,460,24,100
460,456,460,18,100
460,456,460,24,100
460,456,460,24,100
460,456,460,24,100
460,456,460,24,100
460,456,460,18,100
460,456,460,24,100
460,456,460,24,100
460,456,460,24,100
460,456,460,18,100
460,456,460,18,100
460,456,460,24,100
460,456,460,18,100
460,456,460,18,100
460,456,460,18,100
460,456,460,24,100
460,456,460,18,100
460,456,460,24,100
460,457,460,18,100
460,457,460,24,100
460,457,460,18,100
460,457,460,24,100
460,457,460,18,100
460,457,460,24,100
460,457,460,18,100
460,457,460,18,100
460,457,460,18,100
460,457,460,24,100
460,457,460,24,100
460,457,460,18,100
460,457,460,18,100
460,457,460,18,100
460,457,460,24,100
460,457,460,24,100
460,457,460,18,100
460,457,460,24,100
460,457,460,24,100
460,457,460,18,100
460,457,460,24,100
460,457,460,18,100
460,457,460,24,100
460,457,460,18,100
460,457,460,24,100
460,457,460,18,100
460,457,460,18,100
461,457,461,21,100
461,457,461,21,100
461,457,461,21,100
461,457,461,21,100
461,457,461,21,100
461,457,461,21,100
461,457,461,21,100
461,457,461,21,100
461,457,461,21,100
461,457,461,21,100
461,457,461,21,100
461,457,461,21,100
461,457,461,21,100
461,457,461,21,100
461,457,461,21,100
461,457,461,21,100
461,457,461,21,100
461,457,461,21,100
461,457,461,21,100
461,457,461,21,100
461,457,461,21,100
461,457,461,21,100
461,457,461,21,100
461,457,461,21,100
461,457,461,21,100
461,457,461,21,100
461,457,461,21,100
461,457,461,21,100
461,457,461,21,100
461,457,461,21,100
461,457,461,21,100
461,457,461,21,100
461,457,461,21,100
461,457,461,21,100
461,457,461,21,100
461,457,461,21,100
461,457,461,21,100
461,457,461,21,100
461,457,461,21,100
461,457,461,21,100
461,457,461,21,100
461,457,461,21,100
461,457,461,21,100
461,457,461,21,100
462,457,462,2,100
462,457,462,2,100
462,457,462,2,100
462,457,462,2,100
462,457,462,2,100
462,457,462,2,100
462,457,462,2,100
462,457,462,2,100
462,457,462,2,100
462,457,462,2,100
462,457,462,2,100
462,457,462,2,100
462,457,462,2,100
462,457,462,2,100
462,457,462,2,100
462,457,462,2,100
462,457,462,2,100
462,457,462,2,100
462,458,462,2,100
462,458,462,2,100
462,458,462,2,100
462,458,462,2,100
462,458,462,2,100
462,458,462,2,100
462,458,462,2,100
462,458,462,2,100
462,458,462,2,100
462,458,462,2,100
462,458,462,2,100
462,458,462,2,100
462,458,462,2,100
462,458,462,2,100
462,458,462,2,100
462,458,462,2,100
462,458,462,4,100
462,458,462,4,100
462,458,462,2,100
462,458,462,4,100
462,458,462,4,100
462,458,462,4,100
462,458,462,2,100
462,458,462,4,100
462,458,462,4,100
462,458,462,2,100
462,458,462,2,100
462,458,462,2,100
462,458,462,2,100
462,458,462,2,100
462,458,462,4,100
462,458,462,4,100
462,458,462,4,100
462,458,462,4,100
462,458,462,4,100
462,458,462,4,100
462,458,462,2,100
462,458,462,4,100
462,458,462,4,100
462,458,462,2,100
462,458,462,4,100
462,458,462,2,100
462,458,462,2,100
462,458,462,2,100
462,458,462,2,100
462,458,462,4,100
462,458,462,2,100
462,458,462,4,100
462,458,462,2,100
462,458,462,4,100
462,458,462,2,100
462,458,462,2,100
462,458,462,4,100
462,458,462,2,100
462,458,462,4,100
462,458,462,4,100
462,458,462,4,100
462,458,462,2,100
462,458,462,4,100
462,458,462,2,100
462,458,462,4,100
462,458,462,2,100
462,458,462,4,100
462,458,462,4,100
462,458,462,4,100
462,458,462,2,100
462,458,462,4,100
462,458,462,4,100
462,458,462,2,100
462,458,462,2,100
462,458,462,4,100
462,458,462,2,100
462,458,462,2,100
462,458,462,2,100
462,458,462,4,100
462,458,462,4,100
462,458,462,4,100
462,458,462,4,100
